First_pokemon,Second_pokemon,Winner,Name_First,Type 1_First,Type 2_First,HP_First,Attack_First,Defense_First,Sp. Atk_First,Sp. Def_First,Speed_First,Generation_First,Legendary_First,Name_Second,Type 1_Second,Type 2_Second,HP_Second,Attack_Second,Defense_Second,Sp. Atk_Second,Sp. Def_Second,Speed_Second,Generation_Second,Legendary_Second
620,343,343,Crustle,Bug,Rock,70,95,125,65,75,45,5,False,Volbeat,Bug,,65,73,55,47,75,85,3,False
628,492,628,Archen,Rock,Flying,55,112,45,74,45,70,5,False,Gible,Dragon,Ground,58,70,45,40,45,42,4,False
602,218,602,Swadloon,Bug,Grass,55,63,90,50,80,42,5,False,Wobbuffet,Psychic,,190,33,58,33,58,33,2,False
117,98,98,Lickitung,Normal,,90,55,75,60,75,30,1,False,Shellder,Water,,30,65,100,45,25,40,1,False
546,449,546,Giratina Origin Forme,Ghost,Dragon,150,120,100,120,100,90,4,True,Shinx,Electric,,45,65,34,40,34,45,4,False
232,621,232,Heracross,Bug,Fighting,80,125,75,40,95,85,2,False,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False
290,17,17,Silcoon,Bug,,50,35,55,25,25,15,3,False,Weedle,Bug,Poison,40,35,30,20,20,50,1,False
632,317,317,Zorua,Dark,,40,65,40,80,40,65,5,False,Shedinja,Bug,Ghost,1,90,45,30,30,40,3,False
776,341,341,Sliggoo,Dragon,,68,75,53,83,113,60,6,False,Plusle,Electric,,60,50,40,85,75,95,3,False
659,383,383,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,False,Milotic,Water,,95,60,79,100,125,81,3,False
268,502,268,Tyranitar,Rock,Dark,100,134,110,95,100,61,2,False,Skorupi,Poison,Bug,40,50,90,30,55,65,4,False
670,494,494,Lampent,Ghost,Fire,60,40,60,95,60,55,5,False,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False
725,263,263,Froakie,Water,,41,56,40,62,44,71,6,False,Raikou,Electric,,90,85,75,115,100,115,2,True
188,548,548,Cleffa,Fairy,,50,25,28,45,55,15,2,False,Phione,Water,,80,80,80,80,80,80,4,False
752,120,752,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,False,Rhyhorn,Ground,Rock,80,85,95,30,30,25,1,False
799,726,726,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,True,Frogadier,Water,,54,63,52,83,56,97,6,False
648,368,648,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,False,Zangoose,Normal,,73,115,60,60,60,90,3,False
150,386,386,Omanyte,Rock,Water,35,40,100,90,55,35,1,False,Shuppet,Ghost,,44,75,35,63,33,45,3,False
392,436,392,Chimecho,Psychic,,65,50,70,95,80,65,3,False,Chimchar,Fire,,44,58,44,58,44,61,4,False
109,422,109,Voltorb,Electric,,40,30,50,55,55,100,1,False,Kyogre,Water,,100,100,90,150,140,90,3,True
743,159,159,Pancham,Fighting,,67,82,62,46,48,43,6,False,Moltres,Fire,Flying,90,100,90,125,85,90,1,True
349,128,349,Sharpedo,Water,Dark,70,120,40,95,40,95,3,False,Goldeen,Water,,45,67,60,35,50,63,1,False
778,312,778,Klefki,Steel,Fairy,57,80,91,80,87,75,6,False,Slakoth,Normal,,60,60,60,35,35,30,3,False
444,450,444,Staraptor,Normal,Flying,85,120,70,50,60,100,4,False,Luxio,Electric,,60,85,49,60,49,60,4,False
15,639,15,Metapod,Bug,,50,20,55,25,25,30,1,False,Solosis,Psychic,,45,30,40,105,50,20,5,False
89,456,89,Magnemite,Electric,Steel,25,35,70,95,55,45,1,False,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False
166,472,472,Mew,Psychic,,100,100,100,100,100,100,1,False,Ambipom,Normal,,75,100,66,60,66,115,4,False
50,120,50,Gloom,Grass,Poison,60,65,70,85,75,40,1,False,Rhyhorn,Ground,Rock,80,85,95,30,30,25,1,False
715,334,334,Keldeo Resolute Forme,Water,Fighting,91,72,90,129,90,108,5,False,Mega Aggron,Steel,,70,140,230,60,80,50,3,False
656,167,656,Alomomola,Water,,165,75,80,40,45,65,5,False,Chikorita,Grass,,45,49,65,49,65,45,2,False
443,426,426,Staravia,Normal,Flying,55,75,50,40,40,80,4,False,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True
53,387,387,Parasect,Bug,Grass,60,95,80,60,80,30,1,False,Banette,Ghost,,64,115,65,83,63,65,3,False
93,207,93,Dodrio,Normal,Flying,60,110,70,60,60,100,1,False,Sunkern,Grass,,30,30,30,30,30,30,2,False
408,301,301,Shelgon,Dragon,,65,95,100,60,50,50,3,False,Swellow,Normal,Flying,60,85,60,50,50,125,3,False
652,767,767,Foongus,Grass,Poison,69,55,45,55,55,15,5,False,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,False
754,667,667,Aromatisse,Fairy,,101,72,72,99,89,29,6,False,Elgyem,Psychic,,55,55,55,85,55,30,5,False
131,698,131,Starmie,Water,Psychic,60,75,85,100,85,115,1,False,Larvesta,Bug,Fire,55,85,55,50,55,60,5,False
589,167,589,Drilbur,Ground,,60,85,40,30,45,68,5,False,Chikorita,Grass,,45,49,65,49,65,45,2,False
444,305,444,Staraptor,Normal,Flying,85,120,70,50,60,100,4,False,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False
691,228,228,Vullaby,Dark,Flying,70,55,75,45,65,60,5,False,Qwilfish,Water,Poison,65,95,75,55,55,85,2,False
124,718,718,Kangaskhan,Normal,,105,95,80,40,80,90,1,False,Genesect,Bug,Steel,71,120,95,120,95,99,5,False
793,109,109,Xerneas,Fairy,,126,131,95,131,98,99,6,True,Voltorb,Electric,,40,30,50,55,55,100,1,False
267,277,267,Pupitar,Rock,Ground,70,84,70,65,70,51,2,False,Torchic,Fire,,45,60,40,70,50,45,3,False
232,317,317,Heracross,Bug,Fighting,80,125,75,40,95,85,2,False,Shedinja,Bug,Ghost,1,90,45,30,30,40,3,False
76,750,76,Bellsprout,Grass,Poison,50,75,35,70,30,40,1,False,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False
324,460,460,Nosepass,Rock,,30,45,135,45,90,30,3,False,Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,False
426,432,432,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True,Deoxys Speed Forme,Psychic,,50,95,90,95,90,180,3,True
506,90,90,Carnivine,Grass,,74,100,72,90,72,46,4,False,Magneton,Electric,Steel,50,60,95,120,70,70,1,False
473,462,473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,Mothim,Bug,Flying,70,94,50,94,50,66,4,False
200,173,200,Azumarill,Water,Fairy,100,50,80,60,80,50,2,False,Totodile,Water,,50,65,64,44,48,43,2,False
695,20,20,Deino,Dark,Dragon,52,65,50,45,50,38,5,False,Mega Beedrill,Bug,Poison,65,150,40,15,80,145,1,False
199,235,235,Marill,Water,Fairy,70,20,50,20,50,40,2,False,Teddiursa,Normal,,60,80,50,50,50,40,2,False
419,179,419,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,3,True,Noctowl,Normal,Flying,100,50,50,76,96,70,2,False
202,238,202,Politoed,Water,,90,75,75,90,100,70,2,False,Magcargo,Fire,Rock,50,50,120,80,80,30,2,False
333,475,475,Aggron,Steel,Rock,70,110,180,60,60,50,3,False,Buneary,Normal,,55,66,44,44,56,85,4,False
90,554,554,Magneton,Electric,Steel,50,60,95,120,70,70,1,False,Victini,Psychic,Fire,100,100,100,100,100,100,5,True
134,20,20,Jynx,Ice,Psychic,65,50,35,115,95,95,1,False,Mega Beedrill,Bug,Poison,65,150,40,15,80,145,1,False
590,182,590,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False,Spinarak,Bug,Poison,40,60,40,40,40,30,2,False
154,343,154,Aerodactyl,Rock,Flying,80,105,65,60,75,130,1,False,Volbeat,Bug,,65,73,55,47,75,85,3,False
586,150,150,Gigalith,Rock,,85,135,130,60,80,25,5,False,Omanyte,Rock,Water,35,40,100,90,55,35,1,False
597,732,732,Palpitoad,Water,Ground,75,65,55,65,55,69,5,False,Talonflame,Fire,Flying,78,81,71,74,69,126,6,False
172,411,172,Typhlosion,Fire,,78,84,78,109,85,100,2,False,Beldum,Steel,Psychic,40,55,80,35,60,30,3,False
56,440,440,Diglett,Ground,,10,55,25,35,45,95,1,False,Prinplup,Water,,64,66,68,81,76,50,4,False
367,770,367,Mega Altaria,Dragon,Fairy,75,110,110,110,105,80,3,False,Aurorus,Rock,Ice,123,77,72,99,92,58,6,False
519,458,519,Magmortar,Fire,,75,95,67,125,95,83,4,False,Burmy,Bug,,40,29,45,29,45,36,4,False
775,619,619,Goomy,Dragon,,45,50,35,55,75,40,6,False,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False
472,565,472,Ambipom,Normal,,75,100,66,60,66,115,4,False,Watchog,Normal,,60,85,69,60,69,77,5,False
614,754,614,Krookodile,Ground,Dark,95,117,80,65,70,92,5,False,Aromatisse,Fairy,,101,72,72,99,89,29,6,False
105,483,483,Drowzee,Psychic,,60,48,45,43,90,42,1,False,Stunky,Poison,Dark,63,63,47,41,41,74,4,False
714,576,714,Keldeo Ordinary Forme,Water,Fighting,91,72,90,129,90,108,5,False,Simipour,Water,,75,98,63,98,63,101,5,False
513,43,513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,Vulpix,Fire,,38,41,40,50,65,65,1,False
342,738,342,Minun,Electric,,60,40,50,75,85,95,3,False,Flabébé,Fairy,,44,38,39,61,79,42,6,False
457,705,705,Bastiodon,Rock,Steel,60,52,168,47,138,30,4,False,Thundurus Incarnate Forme,Electric,Flying,79,115,70,125,80,111,5,True
102,680,102,Gengar,Ghost,Poison,60,65,60,130,75,110,1,False,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,False
682,601,682,Mienshao,Fighting,,65,125,60,95,60,105,5,False,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False
762,83,83,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,False,Golem,Rock,Ground,80,120,130,55,65,45,1,False
497,504,497,Riolu,Fighting,,40,70,40,35,40,60,4,False,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,False
126,587,587,Horsea,Water,,30,40,70,70,25,60,1,False,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False
95,749,95,Dewgong,Water,Ice,90,70,80,70,95,70,1,False,Honedge,Steel,Ghost,45,80,100,35,37,28,6,False
499,479,499,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,4,False,Honchkrow,Dark,Flying,100,125,52,105,52,71,4,False
460,259,259,Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,False,Elekid,Electric,,45,63,37,65,55,95,2,False
429,122,429,Deoxys Normal Forme,Psychic,,50,150,50,150,50,150,3,True,Chansey,Normal,,250,5,5,35,105,50,1,False
258,386,258,Smoochum,Ice,Psychic,45,30,15,85,65,65,2,False,Shuppet,Ghost,,44,75,35,63,33,45,3,False
124,430,430,Kangaskhan,Normal,,105,95,80,40,80,90,1,False,DeoxysAttack Forme,Psychic,,50,180,20,180,20,150,3,True
116,426,426,Hitmonchan,Fighting,,50,105,79,35,110,76,1,False,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True
199,606,606,Marill,Water,Fairy,70,20,50,20,50,40,2,False,Scolipede,Bug,Poison,60,100,89,55,69,112,5,False
315,282,282,Nincada,Bug,Ground,31,45,90,30,30,40,3,False,Marshtomp,Water,Ground,70,85,70,60,70,50,3,False
365,321,365,Swablu,Normal,Flying,45,40,60,40,75,50,3,False,Makuhita,Fighting,,72,60,30,20,30,25,3,False
86,240,240,Slowpoke,Water,Psychic,90,65,65,40,40,15,1,False,Piloswine,Ice,Ground,100,100,80,60,60,50,2,False
405,617,617,Relicanth,Water,Rock,100,90,130,45,65,55,3,False,Darmanitan Zen Mode,Fire,Psychic,105,30,105,140,105,55,5,False
271,8,8,Ho-oh,Fire,Flying,106,130,90,110,154,90,2,True,Mega Charizard X,Fire,Dragon,78,130,111,130,85,100,1,False
545,776,545,Giratina Altered Forme,Ghost,Dragon,150,100,120,100,120,90,4,True,Sliggoo,Dragon,,68,75,53,83,113,60,6,False
298,32,32,Nuzleaf,Grass,Dark,70,70,40,60,40,60,3,False,Raichu,Electric,,60,90,55,90,80,110,1,False
679,567,679,Accelgor,Bug,,80,70,40,100,60,145,5,False,Herdier,Normal,,65,80,65,35,65,60,5,False
664,553,553,Tynamo,Electric,,35,55,40,45,40,60,5,False,Arceus,Normal,,120,120,120,120,120,120,4,True
473,162,162,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,Dragonite,Dragon,Flying,91,134,95,100,100,80,1,False
397,590,590,Glalie,Ice,,80,80,80,80,80,80,3,False,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False
396,175,175,Snorunt,Ice,,50,50,50,50,50,50,3,False,Feraligatr,Water,,85,105,100,79,83,78,2,False
427,535,427,Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,3,True,Frost Rotom,Electric,Ice,50,65,107,105,107,86,4,False
640,629,629,Duosion,Psychic,,65,40,50,125,60,30,5,False,Archeops,Rock,Flying,75,140,65,112,65,110,5,False
344,185,344,Illumise,Bug,,65,47,55,73,75,85,3,False,Chinchou,Water,Electric,75,38,38,56,56,67,2,False
623,744,623,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,False,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False
372,701,701,Barboach,Water,Ground,50,48,43,46,41,60,3,False,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,True
251,415,415,Phanpy,Ground,,90,60,60,40,40,40,2,False,Regirock,Rock,,80,100,200,50,100,50,3,True
161,786,786,Dragonair,Dragon,,61,84,65,70,70,70,1,False,Gourgeist Small Size,Ghost,Grass,55,85,122,58,75,99,6,False
629,750,750,Archeops,Rock,Flying,75,140,65,112,65,110,5,False,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False
736,398,398,Litleo,Fire,Normal,62,50,58,73,54,72,6,False,Mega Glalie,Ice,,80,120,80,120,80,100,3,False
554,774,554,Victini,Psychic,Fire,100,100,100,100,100,100,5,True,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False
348,481,481,Carvanha,Water,Dark,45,90,20,65,20,65,3,False,Purugly,Normal,,71,82,64,64,59,112,4,False
662,449,662,Klang,Steel,,60,80,95,70,85,50,5,False,Shinx,Electric,,45,65,34,40,34,45,4,False
377,181,181,Claydol,Ground,Psychic,60,70,105,70,120,75,3,False,Ledian,Bug,Flying,55,35,50,55,110,85,2,False
473,712,712,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,Kyurem Black Kyurem,Dragon,Ice,125,170,100,120,90,95,5,True
467,159,467,Floatzel,Water,,85,105,55,85,50,115,4,False,Moltres,Fire,Flying,90,100,90,125,85,90,1,True
628,19,19,Archen,Rock,Flying,55,112,45,74,45,70,5,False,Beedrill,Bug,Poison,65,90,40,45,80,75,1,False
11,491,11,Wartortle,Water,,59,63,80,65,80,58,1,False,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,False
169,219,219,Meganium,Grass,,80,82,100,83,100,80,2,False,Girafarig,Normal,Psychic,70,80,65,90,65,85,2,False
618,121,618,Maractus,Grass,,75,86,67,106,67,60,5,False,Rhydon,Ground,Rock,105,130,120,45,45,40,1,False
299,721,299,Shiftry,Grass,Dark,90,100,60,90,60,80,3,False,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,False
118,671,671,Koffing,Poison,,40,65,95,60,45,35,1,False,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,False
237,174,174,Slugma,Fire,,40,40,40,70,40,20,2,False,Croconaw,Water,,65,80,80,59,63,58,2,False
608,25,608,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,False,Rattata,Normal,,30,56,35,25,35,72,1,False
661,407,407,Klink,Steel,,40,55,70,45,60,30,5,False,Bagon,Dragon,,45,75,60,40,30,50,3,False
657,673,673,Joltik,Bug,Electric,50,47,50,57,50,65,5,False,Fraxure,Dragon,,66,117,70,40,50,67,5,False
687,33,687,Bisharp,Dark,Steel,65,125,100,60,70,70,5,False,Sandshrew,Ground,,50,75,85,20,30,40,1,False
102,533,102,Gengar,Ghost,Poison,60,65,60,130,75,110,1,False,Heat Rotom,Electric,Fire,50,65,107,105,107,86,4,False
322,656,656,Hariyama,Fighting,,144,120,60,40,60,50,3,False,Alomomola,Water,,165,75,80,40,45,65,5,False
518,504,518,Electivire,Electric,,75,123,67,95,85,95,4,False,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,False
375,175,175,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,False,Feraligatr,Water,,85,105,100,79,83,78,2,False
628,158,158,Archen,Rock,Flying,55,112,45,74,45,70,5,False,Zapdos,Electric,Flying,90,90,85,125,90,100,1,True
753,429,429,Spritzee,Fairy,,78,52,60,63,65,23,6,False,Deoxys Normal Forme,Psychic,,50,150,50,150,50,150,3,True
625,60,60,Cofagrigus,Ghost,,58,50,145,95,105,30,5,False,Psyduck,Water,,50,52,48,65,50,55,1,False
357,375,375,Spoink,Psychic,,60,25,35,70,80,60,3,False,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,False
175,727,727,Feraligatr,Water,,85,105,100,79,83,78,2,False,Greninja,Water,Dark,72,95,67,103,71,122,6,False
415,668,415,Regirock,Rock,,80,100,200,50,100,50,3,True,Beheeyem,Psychic,,75,75,75,125,95,40,5,False
365,346,365,Swablu,Normal,Flying,45,40,60,40,75,50,3,False,Gulpin,Poison,,70,43,53,43,53,40,3,False
541,681,541,Dialga,Steel,Dragon,100,120,120,150,100,90,4,True,Mienfoo,Fighting,,45,85,50,55,50,65,5,False
604,688,604,Venipede,Bug,Poison,30,45,59,30,39,57,5,False,Bouffalant,Normal,,95,110,95,40,95,55,5,False
183,270,270,Ariados,Bug,Poison,70,90,70,60,60,40,2,False,Lugia,Psychic,Flying,106,90,130,90,154,110,2,True
386,507,507,Shuppet,Ghost,,44,75,35,63,33,45,3,False,Finneon,Water,,49,49,56,49,61,66,4,False
611,207,611,Basculin,Water,,70,92,65,80,55,98,5,False,Sunkern,Grass,,30,30,30,30,30,30,2,False
442,443,443,Starly,Normal,Flying,40,55,30,30,30,60,4,False,Staravia,Normal,Flying,55,75,50,40,40,80,4,False
799,626,799,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,True,Tirtouga,Water,Rock,54,78,103,53,45,22,5,False
461,526,526,Wormadam Trash Cloak,Bug,Steel,60,69,95,69,95,36,4,False,Porygon-Z,Normal,,85,80,70,135,75,90,4,False
795,148,795,Zygarde Half Forme,Dragon,Ground,108,100,121,81,95,95,6,True,Flareon,Fire,,65,130,60,95,110,65,1,False
126,719,126,Horsea,Water,,30,40,70,70,25,60,1,False,Chespin,Grass,,56,61,65,48,45,38,6,False
600,64,600,Sawk,Fighting,,75,125,75,30,75,85,5,False,Growlithe,Fire,,55,70,45,70,50,60,1,False
795,388,795,Zygarde Half Forme,Dragon,Ground,108,100,121,81,95,95,6,True,Mega Banette,Ghost,,64,165,75,93,83,75,3,False
105,475,475,Drowzee,Psychic,,60,48,45,43,90,42,1,False,Buneary,Normal,,55,66,44,44,56,85,4,False
57,713,57,Dugtrio,Ground,,35,80,50,50,70,120,1,False,Kyurem White Kyurem,Dragon,Ice,125,120,90,170,100,95,5,True
629,555,629,Archeops,Rock,Flying,75,140,65,112,65,110,5,False,Snivy,Grass,,45,45,55,45,55,63,5,False
459,75,75,Wormadam Plant Cloak,Bug,Grass,60,59,85,79,105,36,4,False,Machamp,Fighting,,90,130,80,65,85,55,1,False
607,280,280,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,3,False
574,636,574,Simisear,Fire,,75,98,63,98,63,101,5,False,Gothita,Psychic,,45,30,50,55,65,45,5,False
46,188,46,Wigglytuff,Normal,Fairy,140,70,45,85,50,45,1,False,Cleffa,Fairy,,50,25,28,45,55,15,2,False
259,792,792,Elekid,Electric,,45,63,37,65,55,95,2,False,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False
546,215,546,Giratina Origin Forme,Ghost,Dragon,150,120,100,120,100,90,4,True,Slowking,Water,Psychic,95,75,80,100,110,30,2,False
184,688,184,Crobat,Poison,Flying,85,90,80,70,80,130,2,False,Bouffalant,Normal,,95,110,95,40,95,55,5,False
90,631,631,Magneton,Electric,Steel,50,60,95,120,70,70,1,False,Garbodor,Poison,,80,95,82,60,82,75,5,False
249,482,249,Mega Houndoom,Dark,Fire,75,90,90,140,90,115,2,False,Chingling,Psychic,,45,30,50,65,50,45,4,False
473,195,473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,Flaaffy,Electric,,70,55,55,80,60,45,2,False
508,766,766,Lumineon,Water,,69,69,76,69,86,91,4,False,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,False
487,372,372,Bonsly,Rock,,50,80,95,10,45,10,4,False,Barboach,Water,Ground,50,48,43,46,41,60,3,False
772,37,772,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False,Nidoqueen,Poison,Ground,90,92,87,75,85,76,1,False
796,31,31,Diancie,Rock,Fairy,50,100,150,100,150,50,6,True,Pikachu,Electric,,35,55,40,50,50,90,1,False
353,451,451,Numel,Fire,Ground,60,60,40,65,45,35,3,False,Luxray,Electric,,80,120,79,95,79,70,4,False
410,98,410,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,3,False,Shellder,Water,,30,65,100,45,25,40,1,False
176,755,755,Sentret,Normal,,35,46,34,35,45,20,2,False,Swirlix,Fairy,,62,48,66,59,57,49,6,False
757,493,493,Inkay,Dark,Psychic,53,54,53,37,46,45,6,False,Gabite,Dragon,Ground,68,90,65,50,55,82,4,False
232,703,703,Heracross,Bug,Fighting,80,125,75,40,95,85,2,False,Tornadus Incarnate Forme,Flying,,79,115,70,125,80,111,5,True
788,687,687,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,False,Bisharp,Dark,Steel,65,125,100,60,70,70,5,False
617,297,617,Darmanitan Zen Mode,Fire,Psychic,105,30,105,140,105,55,5,False,Seedot,Grass,,40,40,50,30,30,30,3,False
357,347,357,Spoink,Psychic,,60,25,35,70,80,60,3,False,Swalot,Poison,,100,73,83,73,83,55,3,False
627,774,774,Carracosta,Water,Rock,74,108,133,83,65,32,5,False,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False
384,553,553,Castform,Normal,,70,70,70,70,70,70,3,False,Arceus,Normal,,120,120,120,120,120,120,4,True
283,441,441,Swampert,Water,Ground,100,110,90,85,90,60,3,False,Empoleon,Water,Steel,84,86,88,111,101,60,4,False
335,679,679,Meditite,Fighting,Psychic,30,40,55,40,55,60,3,False,Accelgor,Bug,,80,70,40,100,60,145,5,False
652,395,395,Foongus,Grass,Poison,69,55,45,55,55,15,5,False,Wynaut,Psychic,,95,23,48,23,48,23,3,False
596,738,596,Tympole,Water,,50,50,40,50,40,64,5,False,Flabébé,Fairy,,44,38,39,61,79,42,6,False
216,635,635,Misdreavus,Ghost,,60,60,60,85,85,85,2,False,Cinccino,Normal,,75,95,60,65,60,115,5,False
692,289,692,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False,Wurmple,Bug,,45,45,35,20,30,20,3,False
302,115,115,Wingull,Water,Flying,40,30,30,55,30,85,3,False,Hitmonlee,Fighting,,50,120,53,35,110,87,1,False
469,349,349,Cherrim,Grass,,70,60,70,87,78,85,4,False,Sharpedo,Water,Dark,70,120,40,95,40,95,3,False
375,34,34,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,False,Sandslash,Ground,,75,100,110,45,55,65,1,False
630,496,496,Trubbish,Poison,,50,50,62,40,62,65,5,False,Munchlax,Normal,,135,85,40,40,85,5,4,False
730,432,432,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False,Deoxys Speed Forme,Psychic,,50,95,90,95,90,180,3,True
277,241,277,Torchic,Fire,,45,60,40,70,50,45,3,False,Corsola,Water,Rock,55,55,85,65,85,35,2,False
92,700,700,Doduo,Normal,Flying,35,85,45,35,35,75,1,False,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,True
273,578,273,Treecko,Grass,,40,45,35,65,55,70,3,False,Musharna,Psychic,,116,55,85,107,95,29,5,False
657,234,234,Joltik,Bug,Electric,50,47,50,57,50,65,5,False,Sneasel,Dark,Ice,55,95,55,35,75,115,2,False
360,512,512,Trapinch,Ground,,45,100,45,45,45,10,3,False,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,4,False
68,704,704,Poliwrath,Water,Fighting,90,95,95,70,90,70,1,False,Tornadus Therian Forme,Flying,,79,100,80,110,90,121,5,True
621,298,298,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False,Nuzleaf,Grass,Dark,70,70,40,60,40,60,3,False
359,695,359,Spinda,Normal,,60,60,60,60,60,60,3,False,Deino,Dark,Dragon,52,65,50,45,50,38,5,False
414,288,414,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,3,False,Linoone,Normal,,78,70,61,50,61,100,3,False
293,378,293,Dustox,Bug,Poison,60,50,70,50,90,65,3,False,Lileep,Rock,Grass,66,41,77,61,87,23,3,False
739,742,742,Floette,Fairy,,54,45,47,75,98,52,6,False,Gogoat,Grass,,123,100,62,97,81,68,6,False
63,494,494,,Fighting,,65,105,60,60,70,95,1,False,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False
579,92,92,Pidove,Normal,Flying,50,55,50,36,30,43,5,False,Doduo,Normal,Flying,35,85,45,35,35,75,1,False
748,137,748,Meowstic Female,Psychic,,74,48,76,83,81,104,6,False,Pinsir,Bug,,65,125,100,55,70,85,1,False
224,476,224,Steelix,Steel,Ground,75,85,200,55,65,30,2,False,Lopunny,Normal,,65,76,84,54,96,105,4,False
201,630,201,Sudowoodo,Rock,,70,100,115,30,65,30,2,False,Trubbish,Poison,,50,50,62,40,62,65,5,False
194,226,194,Mareep,Electric,,55,40,40,65,45,35,2,False,Snubbull,Fairy,,60,80,50,40,40,30,2,False
289,3,3,Wurmple,Bug,,45,45,35,20,30,20,3,False,Venusaur,Grass,Poison,80,82,83,100,100,80,1,False
651,173,173,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False,Totodile,Water,,50,65,64,44,48,43,2,False
775,531,531,Goomy,Dragon,,45,50,35,55,75,40,6,False,Froslass,Ice,Ghost,70,80,70,80,70,110,4,False
616,407,616,Darmanitan Standard Mode,Fire,,105,140,55,30,55,95,5,False,Bagon,Dragon,,45,75,60,40,30,50,3,False
228,276,276,Qwilfish,Water,Poison,65,95,75,55,55,85,2,False,Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,3,False
259,305,259,Elekid,Electric,,45,63,37,65,55,95,2,False,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False
230,678,230,Mega Scizor,Bug,Steel,70,150,140,65,100,75,2,False,Shelmet,Bug,,50,40,85,40,65,25,5,False
120,754,754,Rhyhorn,Ground,Rock,80,85,95,30,30,25,1,False,Aromatisse,Fairy,,101,72,72,99,89,29,6,False
587,717,717,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False,Meloetta Pirouette Forme,Normal,Fighting,100,128,90,77,77,128,5,False
134,53,53,Jynx,Ice,Psychic,65,50,35,115,95,95,1,False,Parasect,Bug,Grass,60,95,80,60,80,30,1,False
119,420,420,Weezing,Poison,,65,90,120,85,70,60,1,False,Latios,Dragon,Psychic,80,90,80,130,110,110,3,True
742,529,742,Gogoat,Grass,,123,100,62,97,81,68,6,False,Probopass,Rock,Steel,60,55,145,75,150,40,4,False
